bigram	frequency	relative frequency	mutual information
greeted them	2.0	2.9400523329315263e-05	0.0003494282609385037
their trade	2.0	2.9400523329315263e-05	6.776672384234814e-05
than usual	2.0	2.9400523329315263e-05	0.0001748111233172129
grave .	2.0	2.9400523329315263e-05	0.000442625714895588
decision with	2.0	2.9400523329315263e-05	0.0003494282609385037
up asking	2.0	2.9400523329315263e-05	5.5866015484436504e-05
lungs ,	2.0	2.9400523329315263e-05	0.0004082293075971342
and gray	2.0	2.9400523329315263e-05	-0.00013300910972854742
a cent	2.0	2.9400523329315263e-05	-0.0001093361964515034
stood at	2.0	2.9400523329315263e-05	0.00018639709615463112
the suggestion	2.0	2.9400523329315263e-05	-0.00019764378493672662
things like	2.0	2.9400523329315263e-05	0.00020742152826106597
to war	2.0	2.9400523329315263e-05	-0.00011941942744814314
her mother	2.0	2.9400523329315263e-05	-9.554214626620845e-06
could hardly	2.0	2.9400523329315263e-05	6.675075986199735e-05
tale of	2.0	2.9400523329315263e-05	0.000442625714895588
get me	2.0	2.9400523329315263e-05	0.00012555180652062788
sipping coffee	2.0	2.9400523329315263e-05	0.0004082293075971342
far from	2.0	2.9400523329315263e-05	0.0002318261676212426
movers ''	2.0	2.9400523329315263e-05	0.0004082293075971342
man was	2.0	2.9400523329315263e-05	0.00010114716716045124
duty to	2.0	2.9400523329315263e-05	0.0004082293075971342
do this	2.0	2.9400523329315263e-05	0.00011511237538828508
respected .	2.0	2.9400523329315263e-05	0.0003838246682369575
touched him	2.0	2.9400523329315263e-05	0.00033635135379497333
musket ball	2.0	2.9400523329315263e-05	0.0003494282609385037
what it's	2.0	2.9400523329315263e-05	5.811633253542979e-05
safe ''	2.0	2.9400523329315263e-05	0.00033635135379497333
was engaged	2.0	2.9400523329315263e-05	-9.196020144955102e-05
a huge	2.0	2.9400523329315263e-05	-0.0001093361964515034
they looked	2.0	2.9400523329315263e-05	1.396497653480727e-05
everything was	2.0	2.9400523329315263e-05	0.00025164417763374195
the outside	2.0	2.9400523329315263e-05	-0.00019764378493672662
several days	2.0	2.9400523329315263e-05	0.0003060939126501312
where ''	2.0	2.9400523329315263e-05	0.00012064685793110991
have behaved	2.0	2.9400523329315263e-05	6.624730450649069e-05
corner .	2.0	2.9400523329315263e-05	0.0002562308069814192
brother ,	2.0	2.9400523329315263e-05	0.00033635135379497333
beside a	2.0	2.9400523329315263e-05	0.00027169750535167733
was aware	2.0	2.9400523329315263e-05	-9.196020144955102e-05
while his	2.0	2.9400523329315263e-05	0.0001695621104046743
birmingham ,	2.0	2.9400523329315263e-05	0.0004082293075971342
, reading	2.0	2.9400523329315263e-05	-0.00019449896793906276
that all	2.0	2.9400523329315263e-05	-3.718326030673986e-05
? should	2.0	2.9400523329315263e-05	2.2812622701497934e-05
devotion to	2.0	2.9400523329315263e-05	0.000442625714895588
his dark	2.0	2.9400523329315263e-05	-6.511021255401756e-05
wondered .	2.0	2.9400523329315263e-05	0.0003150318536400498
the age	2.0	2.9400523329315263e-05	-0.00019764378493672662
business worries	2.0	2.9400523329315263e-05	0.0002980085615343852
island of	2.0	2.9400523329315263e-05	0.0003150318536400498
andrei remembered	2.0	2.9400523329315263e-05	0.0002562308069814192
be his	2.0	2.9400523329315263e-05	3.1018388285174385e-05
don't want	2.0	2.9400523329315263e-05	0.00014730523078489776
the midst	2.0	2.9400523329315263e-05	-0.00019764378493672662
, muffled	2.0	2.9400523329315263e-05	-0.00019449896793906276
taking place	2.0	2.9400523329315263e-05	0.00028383703303035466
a pause	2.0	2.9400523329315263e-05	-0.0001093361964515034
as far	2.0	2.9400523329315263e-05	1.156012949502843e-05
white church	2.0	2.9400523329315263e-05	0.0001823567145308982
and left	2.0	2.9400523329315263e-05	-0.00013300910972854742
thought how	2.0	2.9400523329315263e-05	0.00013404208431648095
. neither	2.0	2.9400523329315263e-05	-0.00019415000825977413
officer .	2.0	2.9400523329315263e-05	0.00027755030713634283
sat by	2.0	2.9400523329315263e-05	0.0001951054511359109
friend ,	2.0	2.9400523329315263e-05	0.0003838246682369575
myself in	2.0	2.9400523329315263e-05	0.00028383703303035466
these would	2.0	2.9400523329315263e-05	0.0001748111233172129
lane .	2.0	2.9400523329315263e-05	0.0004082293075971342
of majdanek	2.0	2.9400523329315263e-05	-0.00011449773475757297
scanned the	2.0	2.9400523329315263e-05	0.000442625714895588
laughter ,	2.0	2.9400523329315263e-05	0.0003838246682369575
from me	2.0	2.9400523329315263e-05	3.8279321071756005e-05
before we	2.0	2.9400523329315263e-05	0.00012454786606498202
her children	2.0	2.9400523329315263e-05	-9.554214626620845e-06
do for	2.0	2.9400523329315263e-05	0.00011511237538828508
would certainly	2.0	2.9400523329315263e-05	2.0147524620794064e-05
go for	2.0	2.9400523329315263e-05	0.00013630440447728038
shapes of	2.0	2.9400523329315263e-05	0.0003838246682369575
get up	2.0	2.9400523329315263e-05	0.00012555180652062788
purpose ,	2.0	2.9400523329315263e-05	0.0003648949593087617
corner ,	2.0	2.9400523329315263e-05	0.0002562308069814192
have never	2.0	2.9400523329315263e-05	6.624730450649069e-05
with these	2.0	2.9400523329315263e-05	-2.2836277803425466e-05
market ,	2.0	2.9400523329315263e-05	0.0003648949593087617
gesture and	2.0	2.9400523329315263e-05	0.0003494282609385037
scotty gazed	2.0	2.9400523329315263e-05	0.00020742152826106597
lest his	2.0	2.9400523329315263e-05	0.0003838246682369575
moved away	2.0	2.9400523329315263e-05	0.00022836315706330484
the person	2.0	2.9400523329315263e-05	-0.00019764378493672662
they held	2.0	2.9400523329315263e-05	1.396497653480727e-05
hit me	2.0	2.9400523329315263e-05	0.0003838246682369575
asked if	2.0	2.9400523329315263e-05	0.0001695621104046743
set up	2.0	2.9400523329315263e-05	0.0002610796683104389
how much	2.0	2.9400523329315263e-05	0.00012064685793110991
a muffled	2.0	2.9400523329315263e-05	-0.0001093361964515034
missed his	2.0	2.9400523329315263e-05	0.00033635135379497333
help .	2.0	2.9400523329315263e-05	0.00027169750535167733
concluded by	2.0	2.9400523329315263e-05	0.000442625714895588
hen was	2.0	2.9400523329315263e-05	0.00026622257491969647
lost her	2.0	2.9400523329315263e-05	0.00027169750535167733
and everybody	2.0	2.9400523329315263e-05	-0.00013300910972854742
his fears	2.0	2.9400523329315263e-05	-6.511021255401756e-05
the third	2.0	2.9400523329315263e-05	-0.00019764378493672662
his money	2.0	2.9400523329315263e-05	-6.511021255401756e-05
halfway across	2.0	2.9400523329315263e-05	0.0004082293075971342
and uncle	2.0	2.9400523329315263e-05	-0.00013300910972854742
am ''	2.0	2.9400523329315263e-05	0.00023920751487575465
today ,	2.0	2.9400523329315263e-05	0.000325023621578327
the contents	2.0	2.9400523329315263e-05	-0.00019764378493672662
tired of	2.0	2.9400523329315263e-05	0.0003150318536400498
his boots	2.0	2.9400523329315263e-05	-6.511021255401756e-05
you couldn't	2.0	2.9400523329315263e-05	2.2812622701497934e-05
labor or	2.0	2.9400523329315263e-05	0.000325023621578327
be coming	2.0	2.9400523329315263e-05	3.1018388285174385e-05
the future	2.0	2.9400523329315263e-05	-0.00019764378493672662
not deny	2.0	2.9400523329315263e-05	1.3694379882997143e-05
was becoming	2.0	2.9400523329315263e-05	-9.196020144955102e-05
safe for	2.0	2.9400523329315263e-05	0.00033635135379497333
features .	2.0	2.9400523329315263e-05	0.0004082293075971342
who opened	2.0	2.9400523329315263e-05	0.00010114716716045124
his captain	2.0	2.9400523329315263e-05	-6.511021255401756e-05
the axe	2.0	2.9400523329315263e-05	-0.00019764378493672662
her leg	2.0	2.9400523329315263e-05	-9.554214626620845e-06
though she	2.0	2.9400523329315263e-05	0.00019063957907327023
snorted and	2.0	2.9400523329315263e-05	0.000442625714895588
lifted his	2.0	2.9400523329315263e-05	0.0003494282609385037
. top	2.0	2.9400523329315263e-05	-0.00019415000825977413
to cancel	2.0	2.9400523329315263e-05	-0.00011941942744814314
most important	2.0	2.9400523329315263e-05	0.0001974297603227887
awake in	2.0	2.9400523329315263e-05	0.0003494282609385037
had refused	2.0	2.9400523329315263e-05	-5.7641514704782185e-05
the cash	2.0	2.9400523329315263e-05	-0.00019764378493672662
listen .	2.0	2.9400523329315263e-05	0.0003150318536400498
the sash	2.0	2.9400523329315263e-05	-0.00019764378493672662
awaiting the	2.0	2.9400523329315263e-05	0.0004082293075971342
had when	2.0	2.9400523329315263e-05	-5.7641514704782185e-05
the incident	2.0	2.9400523329315263e-05	-0.00019764378493672662
position in	2.0	2.9400523329315263e-05	0.0003648949593087617
on ''	2.0	2.9400523329315263e-05	-1.683279750949455e-05
, scratching	2.0	2.9400523329315263e-05	-0.00019449896793906276
now they	2.0	2.9400523329315263e-05	8.850418412626724e-05
i read	2.0	2.9400523329315263e-05	-2.761680890046767e-05
watched them	2.0	2.9400523329315263e-05	0.00025164417763374195
stream which	2.0	2.9400523329315263e-05	0.0003838246682369575
table by	2.0	2.9400523329315263e-05	0.00024729286599150065
cemetery ,	2.0	2.9400523329315263e-05	0.000442625714895588
he soon	2.0	2.9400523329315263e-05	-0.00010734910799554667
goddamn well	2.0	2.9400523329315263e-05	0.0003150318536400498
`` let	2.0	2.9400523329315263e-05	-5.4677132784565744e-05
go ''	2.0	2.9400523329315263e-05	0.00013630440447728038
maintained that	2.0	2.9400523329315263e-05	0.000442625714895588
came for	2.0	2.9400523329315263e-05	0.0001187616252711094
reach out	2.0	2.9400523329315263e-05	0.0003150318536400498
a house	2.0	2.9400523329315263e-05	-0.0001093361964515034
barbara asked	2.0	2.9400523329315263e-05	0.0003838246682369575
but nobody	2.0	2.9400523329315263e-05	1.8416199663131875e-05
down --	2.0	2.9400523329315263e-05	8.915926057381378e-05
sit on	2.0	2.9400523329315263e-05	0.00027755030713634283
as for	2.0	2.9400523329315263e-05	1.156012949502843e-05
cash box	2.0	2.9400523329315263e-05	0.0004082293075971342
by asking	2.0	2.9400523329315263e-05	6.426284025137996e-05
or virginia's	2.0	2.9400523329315263e-05	6.426284025137996e-05
somewhere in	2.0	2.9400523329315263e-05	0.000325023621578327
eye and	2.0	2.9400523329315263e-05	0.0002610796683104389
need of	2.0	2.9400523329315263e-05	0.0002980085615343852
cigarette and	2.0	2.9400523329315263e-05	0.0003838246682369575
winston went	2.0	2.9400523329315263e-05	0.0001974297603227887
seeing kate	2.0	2.9400523329315263e-05	0.00027169750535167733
burned .	2.0	2.9400523329315263e-05	0.0003838246682369575
`` she's	2.0	2.9400523329315263e-05	-5.4677132784565744e-05
thick middle-aged	2.0	2.9400523329315263e-05	0.00029062721427987315
and moving	2.0	2.9400523329315263e-05	-0.00013300910972854742
scotty .	2.0	2.9400523329315263e-05	0.00020742152826106597
a medical	2.0	2.9400523329315263e-05	-0.0001093361964515034
for more	2.0	2.9400523329315263e-05	-9.759370659895173e-06
the ships	2.0	2.9400523329315263e-05	-0.00019764378493672662
a successful	2.0	2.9400523329315263e-05	-0.0001093361964515034
the riverbank	2.0	2.9400523329315263e-05	-0.00019764378493672662
nothing in	2.0	2.9400523329315263e-05	0.00020481110757730075
nothing on	2.0	2.9400523329315263e-05	0.00020481110757730075
theatre was	2.0	2.9400523329315263e-05	0.000442625714895588
bright and	2.0	2.9400523329315263e-05	0.0003838246682369575
up ''	2.0	2.9400523329315263e-05	5.5866015484436504e-05
, wearing	2.0	2.9400523329315263e-05	-0.00019449896793906276
attention .	2.0	2.9400523329315263e-05	0.0003494282609385037
getting into	2.0	2.9400523329315263e-05	0.00023920751487575465
, sickened	2.0	2.9400523329315263e-05	-0.00019449896793906276
performance ,	2.0	2.9400523329315263e-05	0.0003060939126501312
a cup	2.0	2.9400523329315263e-05	-0.0001093361964515034
failed to	2.0	2.9400523329315263e-05	0.0004082293075971342
soon saw	2.0	2.9400523329315263e-05	0.0002610796683104389
although it	2.0	2.9400523329315263e-05	0.0003060939126501312
said flatly	2.0	2.9400523329315263e-05	5.454393191924795e-05
hudson street	2.0	2.9400523329315263e-05	0.000325023621578327
laura andrus	2.0	2.9400523329315263e-05	0.0003060939126501312
are the	2.0	2.9400523329315263e-05	0.0001662349397130936
. however	2.0	2.9400523329315263e-05	-0.00019415000825977413
the steeple	2.0	2.9400523329315263e-05	-0.00019764378493672662
had placed	2.0	2.9400523329315263e-05	-5.7641514704782185e-05
empty and	2.0	2.9400523329315263e-05	0.00029062721427987315
alert to	2.0	2.9400523329315263e-05	0.0003648949593087617
to prepare	2.0	2.9400523329315263e-05	-0.00011941942744814314
to provide	2.0	2.9400523329315263e-05	-0.00011941942744814314
an answer	2.0	2.9400523329315263e-05	7.088972601560909e-05
plumpness .	2.0	2.9400523329315263e-05	0.0003838246682369575
glow .	2.0	2.9400523329315263e-05	0.0003838246682369575
once there	2.0	2.9400523329315263e-05	0.00017302512096261207
never left	2.0	2.9400523329315263e-05	0.0001386287136641582
inside ;	2.0	2.9400523329315263e-05	0.00025164417763374195
his very	2.0	2.9400523329315263e-05	-6.511021255401756e-05
to alex	2.0	2.9400523329315263e-05	-0.00011941942744814314
for sure	2.0	2.9400523329315263e-05	-9.759370659895173e-06
three had	2.0	2.9400523329315263e-05	0.00021289645869304675
slow ,	2.0	2.9400523329315263e-05	0.00033635135379497333
, thieves	2.0	2.9400523329315263e-05	-0.00019449896793906276
she were	2.0	2.9400523329315263e-05	-1.1983936180474883e-05
get you	2.0	2.9400523329315263e-05	0.00012555180652062788
blue wool	2.0	2.9400523329315263e-05	0.00027755030713634283
the print	2.0	2.9400523329315263e-05	-0.00019764378493672662
nine ,	2.0	2.9400523329315263e-05	0.000325023621578327
will have	2.0	2.9400523329315263e-05	0.0001599482138190818
-- she	2.0	2.9400523329315263e-05	6.280437489986304e-05
devoted to	2.0	2.9400523329315263e-05	0.0003648949593087617
fit to	2.0	2.9400523329315263e-05	0.0004082293075971342
the sweet	2.0	2.9400523329315263e-05	-0.00019764378493672662
the library	2.0	2.9400523329315263e-05	-0.00019764378493672662
on sundays	2.0	2.9400523329315263e-05	-1.683279750949455e-05
said when	2.0	2.9400523329315263e-05	5.454393191924795e-05
below the	2.0	2.9400523329315263e-05	0.00028383703303035466
next day	2.0	2.9400523329315263e-05	0.00021011483315114474
wouldn't have	2.0	2.9400523329315263e-05	0.0003150318536400498
although he	2.0	2.9400523329315263e-05	0.0003060939126501312
the darkening	2.0	2.9400523329315263e-05	-0.00019764378493672662
be able	2.0	2.9400523329315263e-05	3.1018388285174385e-05
-- amy	2.0	2.9400523329315263e-05	6.280437489986304e-05
hundred years	2.0	2.9400523329315263e-05	0.00027755030713634283
was easy	2.0	2.9400523329315263e-05	-9.196020144955102e-05
be set	2.0	2.9400523329315263e-05	3.1018388285174385e-05
you heard	2.0	2.9400523329315263e-05	2.2812622701497934e-05
rocks ,	2.0	2.9400523329315263e-05	0.0004082293075971342
dismounted ,	2.0	2.9400523329315263e-05	0.0004082293075971342
normal .	2.0	2.9400523329315263e-05	0.0003838246682369575
could no	2.0	2.9400523329315263e-05	6.675075986199735e-05
curiosity .	2.0	2.9400523329315263e-05	0.0003494282609385037
the plank	2.0	2.9400523329315263e-05	-0.00019764378493672662
away ''	2.0	2.9400523329315263e-05	0.00016147675928892828
felt no	2.0	2.9400523329315263e-05	0.00015697134773435135
pool of	2.0	2.9400523329315263e-05	0.0003838246682369575
and listened	2.0	2.9400523329315263e-05	-0.00013300910972854742
us ''	2.0	2.9400523329315263e-05	0.0001951054511359109
we get	2.0	2.9400523329315263e-05	9.672014647399387e-05
know i	2.0	2.9400523329315263e-05	0.0001318385324146397
, stopped	2.0	2.9400523329315263e-05	-0.00019449896793906276
stood about	2.0	2.9400523329315263e-05	0.00018639709615463112
got in	2.0	2.9400523329315263e-05	0.00016788221435335446
would go	2.0	2.9400523329315263e-05	2.0147524620794064e-05
a year	2.0	2.9400523329315263e-05	-0.0001093361964515034
pretty bad	2.0	2.9400523329315263e-05	0.0003060939126501312
would appear	2.0	2.9400523329315263e-05	2.0147524620794064e-05
two ,	2.0	2.9400523329315263e-05	0.00013404208431648095
two .	2.0	2.9400523329315263e-05	0.00013404208431648095
the dutch	2.0	2.9400523329315263e-05	-0.00019764378493672662
choke ''	2.0	2.9400523329315263e-05	0.0003838246682369575
you study	2.0	2.9400523329315263e-05	2.2812622701497934e-05
went ,	2.0	2.9400523329315263e-05	0.00013075785565487994
some other	2.0	2.9400523329315263e-05	0.00011969900473596233
with hot	2.0	2.9400523329315263e-05	-2.2836277803425466e-05
i learned	2.0	2.9400523329315263e-05	-2.761680890046767e-05
the bathyrans	2.0	2.9400523329315263e-05	-0.00019764378493672662
holiday ,	2.0	2.9400523329315263e-05	0.000442625714895588
the lord's	2.0	2.9400523329315263e-05	-0.00019764378493672662
, white	2.0	2.9400523329315263e-05	-0.00019449896793906276
what happened	2.0	2.9400523329315263e-05	5.811633253542979e-05
to wake	2.0	2.9400523329315263e-05	-0.00011941942744814314
as was	2.0	2.9400523329315263e-05	1.156012949502843e-05
the more	2.0	2.9400523329315263e-05	-0.00019764378493672662
. four	2.0	2.9400523329315263e-05	-0.00019415000825977413
slater ?	2.0	2.9400523329315263e-05	0.0003648949593087617
it --	2.0	2.9400523329315263e-05	-4.2221414511149507e-05
high stool	2.0	2.9400523329315263e-05	0.00025164417763374195
conference house	2.0	2.9400523329315263e-05	0.0003648949593087617
and reached	2.0	2.9400523329315263e-05	-0.00013300910972854742
the fight	2.0	2.9400523329315263e-05	-0.00019764378493672662
ghetto wall	2.0	2.9400523329315263e-05	0.0003648949593087617
red coats	2.0	2.9400523329315263e-05	0.00028383703303035466
that's a	2.0	2.9400523329315263e-05	0.00023543658391290422
would sit	2.0	2.9400523329315263e-05	2.0147524620794064e-05
know who	2.0	2.9400523329315263e-05	0.0001318385324146397
let eileen	2.0	2.9400523329315263e-05	0.0001974297603227887
, walking	2.0	2.9400523329315263e-05	-0.00019449896793906276
him about	2.0	2.9400523329315263e-05	-2.9350311741940206e-06
closed door	2.0	2.9400523329315263e-05	0.0002610796683104389
bedroom ,	2.0	2.9400523329315263e-05	0.0002980085615343852
the south	2.0	2.9400523329315263e-05	-0.00019764378493672662
when everything	2.0	2.9400523329315263e-05	5.5423027645351016e-05
more loudly	2.0	2.9400523329315263e-05	0.00012555180652062788
guess ''	2.0	2.9400523329315263e-05	0.0003060939126501312
up like	2.0	2.9400523329315263e-05	5.5866015484436504e-05
, taking	2.0	2.9400523329315263e-05	-0.00019449896793906276
